run_id,task,fork,dataset,arm,provider,model,rep,value,correct,error
A3_portal_richness|skill|openai|r5,A3_portal_richness,aggregation,portal,skill,openai,gpt-4.1,5,6.688206785137318,True,
A3_portal_richness|code|openai|r2,A3_portal_richness,aggregation,portal,code,openai,gpt-4.1,2,6.688206785137318,True,
A3_portal_richness|code|openai|r3,A3_portal_richness,aggregation,portal,code,openai,gpt-4.1,3,6.688206785137318,True,
A3_portal_richness|code|openai|r4,A3_portal_richness,aggregation,portal,code,openai,gpt-4.1,4,6.688206785137318,True,
A3_portal_richness|code|openai|r5,A3_portal_richness,aggregation,portal,code,openai,gpt-4.1,5,6.688207,True,
S1_iris_corr|none|openai|r1,S1_iris_corr,scope,iris,none,openai,gpt-4.1,1,-0.11756978413300208,True,
S1_iris_corr|none|openai|r4,S1_iris_corr,scope,iris,none,openai,gpt-4.1,4,,,"noparse: ""method"": ""pearson"", ""params"": ""{\""col1\"": \""sepal length (cm)\"", \""col2\"": \""sepal width (cm)\""}""}"
S1_iris_corr|none|openai|r2,S1_iris_corr,scope,iris,none,openai,gpt-4.1,2,-0.11756978413300206,True,
S1_iris_corr|none|openai|r3,S1_iris_corr,scope,iris,none,openai,gpt-4.1,3,-0.11756978413300208,True,
S1_iris_corr|none|openai|r5,S1_iris_corr,scope,iris,none,openai,gpt-4.1,5,-0.11756978413300208,True,
S1_iris_corr|skill|openai|r1,S1_iris_corr,scope,iris,skill,openai,gpt-4.1,1,-0.11756978413300206,True,
S1_iris_corr|skill|openai|r2,S1_iris_corr,scope,iris,skill,openai,gpt-4.1,2,-0.11756978413300208,True,
S1_iris_corr|skill|openai|r4,S1_iris_corr,scope,iris,skill,openai,gpt-4.1,4,-0.11756978413300208,True,
S1_iris_corr|skill|openai|r3,S1_iris_corr,scope,iris,skill,openai,gpt-4.1,3,-0.11757,True,
S1_iris_corr|code|openai|r1,S1_iris_corr,scope,iris,code,openai,gpt-4.1,1,-0.11756978413300206,True,
S1_iris_corr|skill|openai|r5,S1_iris_corr,scope,iris,skill,openai,gpt-4.1,5,-0.11756978413300206,True,
S1_iris_corr|code|openai|r2,S1_iris_corr,scope,iris,code,openai,gpt-4.1,2,-0.11756978413300206,True,
S1_iris_corr|code|openai|r3,S1_iris_corr,scope,iris,code,openai,gpt-4.1,3,-0.11756978413300206,True,
S1_iris_corr|code|openai|r4,S1_iris_corr,scope,iris,code,openai,gpt-4.1,4,-0.11756978413300206,True,
S1_iris_corr|code|openai|r5,S1_iris_corr,scope,iris,code,openai,gpt-4.1,5,-0.11756978413300206,True,
S2_penguin_bill_corr|none|openai|r1,S2_penguin_bill_corr,scope,penguins,none,openai,gpt-4.1,1,-0.2350528703555326,True,
S2_penguin_bill_corr|none|openai|r2,S2_penguin_bill_corr,scope,penguins,none,openai,gpt-4.1,2,-0.23505287035553274,True,
S2_penguin_bill_corr|none|openai|r3,S2_penguin_bill_corr,scope,penguins,none,openai,gpt-4.1,3,-0.2350528703555326,True,
S2_penguin_bill_corr|none|openai|r4,S2_penguin_bill_corr,scope,penguins,none,openai,gpt-4.1,4,-0.2350528703555326,True,
S2_penguin_bill_corr|none|openai|r5,S2_penguin_bill_corr,scope,penguins,none,openai,gpt-4.1,5,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|openai|r1,S2_penguin_bill_corr,scope,penguins,skill,openai,gpt-4.1,1,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|openai|r2,S2_penguin_bill_corr,scope,penguins,skill,openai,gpt-4.1,2,-0.2350528703555326,True,
S2_penguin_bill_corr|skill|openai|r4,S2_penguin_bill_corr,scope,penguins,skill,openai,gpt-4.1,4,-0.23505287035553274,True,
S2_penguin_bill_corr|skill|openai|r3,S2_penguin_bill_corr,scope,penguins,skill,openai,gpt-4.1,3,-0.23505287035553274,True,
S2_penguin_bill_corr|skill|openai|r5,S2_penguin_bill_corr,scope,penguins,skill,openai,gpt-4.1,5,-0.2350528703555326,True,
S2_penguin_bill_corr|code|openai|r1,S2_penguin_bill_corr,scope,penguins,code,openai,gpt-4.1,1,,,"noparse:hod': 'pearsonr', 'params': 'columns: bill_length_mm, bill_depth_mm; nan_policy: pairwise_complete'}"
S2_penguin_bill_corr|code|openai|r3,S2_penguin_bill_corr,scope,penguins,code,openai,gpt-4.1,3,-0.23505287035553274,True,
S2_penguin_bill_corr|code|openai|r2,S2_penguin_bill_corr,scope,penguins,code,openai,gpt-4.1,2,,,"noparse:87035553274), 'method': 'pearsonr', 'params': 'columns: bill_length_mm,bill_depth_mm; dropna: True'}"
S2_penguin_bill_corr|code|openai|r4,S2_penguin_bill_corr,scope,penguins,code,openai,gpt-4.1,4,-0.23505287035553274,True,
S2_penguin_bill_corr|code|openai|r5,S2_penguin_bill_corr,scope,penguins,code,openai,gpt-4.1,5,-0.23505287035553274,True,
S3_portal_hf_weight_corr|none|openai|r1,S3_portal_hf_weight_corr,scope,portal,none,openai,gpt-4.1,1,0.6838127650872681,True,
S3_portal_hf_weight_corr|none|openai|r2,S3_portal_hf_weight_corr,scope,portal,none,openai,gpt-4.1,2,0.6838127650872681,True,
S3_portal_hf_weight_corr|none|openai|r3,S3_portal_hf_weight_corr,scope,portal,none,openai,gpt-4.1,3,0.6838127650872681,True,
S3_portal_hf_weight_corr|none|openai|r4,S3_portal_hf_weight_corr,scope,portal,none,openai,gpt-4.1,4,0.684,True,
S3_portal_hf_weight_corr|none|openai|r5,S3_portal_hf_weight_corr,scope,portal,none,openai,gpt-4.1,5,0.684,True,
S3_portal_hf_weight_corr|skill|openai|r2,S3_portal_hf_weight_corr,scope,portal,skill,openai,gpt-4.1,2,0.6838127650872681,True,
S3_portal_hf_weight_corr|skill|openai|r1,S3_portal_hf_weight_corr,scope,portal,skill,openai,gpt-4.1,1,0.6838127650872681,True,
S3_portal_hf_weight_corr|skill|openai|r3,S3_portal_hf_weight_corr,scope,portal,skill,openai,gpt-4.1,3,0.6838127650872681,True,
S3_portal_hf_weight_corr|skill|openai|r4,S3_portal_hf_weight_corr,scope,portal,skill,openai,gpt-4.1,4,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|openai|r1,S3_portal_hf_weight_corr,scope,portal,code,openai,gpt-4.1,1,0.6838127650872681,True,
S3_portal_hf_weight_corr|skill|openai|r5,S3_portal_hf_weight_corr,scope,portal,skill,openai,gpt-4.1,5,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|openai|r3,S3_portal_hf_weight_corr,scope,portal,code,openai,gpt-4.1,3,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|openai|r2,S3_portal_hf_weight_corr,scope,portal,code,openai,gpt-4.1,2,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|openai|r4,S3_portal_hf_weight_corr,scope,portal,code,openai,gpt-4.1,4,0.6838127650872681,True,
S3_portal_hf_weight_corr|code|openai|r5,S3_portal_hf_weight_corr,scope,portal,code,openai,gpt-4.1,5,0.6838127650872681,True,
M1_penguin_gentoo_mass|none|openai|r1,M1_penguin_gentoo_mass,missing,penguins,none,openai,gpt-4.1,1,4679.74,True,
M1_penguin_gentoo_mass|none|openai|r3,M1_penguin_gentoo_mass,missing,penguins,none,openai,gpt-4.1,3,4679.741379310345,True,
M1_penguin_gentoo_mass|none|openai|r4,M1_penguin_gentoo_mass,missing,penguins,none,openai,gpt-4.1,4,4679.741379310345,True,
M1_penguin_gentoo_mass|none|openai|r2,M1_penguin_gentoo_mass,missing,penguins,none,openai,gpt-4.1,2,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|openai|r1,M1_penguin_gentoo_mass,missing,penguins,skill,openai,gpt-4.1,1,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|openai|r2,M1_penguin_gentoo_mass,missing,penguins,skill,openai,gpt-4.1,2,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|openai|r3,M1_penguin_gentoo_mass,missing,penguins,skill,openai,gpt-4.1,3,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|openai|r5,M1_penguin_gentoo_mass,missing,penguins,skill,openai,gpt-4.1,5,4679.741379310345,True,
M1_penguin_gentoo_mass|code|openai|r1,M1_penguin_gentoo_mass,missing,penguins,code,openai,gpt-4.1,1,4679.741379310345,True,
M1_penguin_gentoo_mass|skill|openai|r4,M1_penguin_gentoo_mass,missing,penguins,skill,openai,gpt-4.1,4,4679.741379310345,True,
M1_penguin_gentoo_mass|none|openai|r5,M1_penguin_gentoo_mass,missing,penguins,none,openai,gpt-4.1,5,4679.741379310345,True,
M1_penguin_gentoo_mass|code|openai|r2,M1_penguin_gentoo_mass,missing,penguins,code,openai,gpt-4.1,2,4679.741379310345,True,
M1_penguin_gentoo_mass|code|openai|r3,M1_penguin_gentoo_mass,missing,penguins,code,openai,gpt-4.1,3,4679.741379310345,True,
M1_penguin_gentoo_mass|code|openai|r5,M1_penguin_gentoo_mass,missing,penguins,code,openai,gpt-4.1,5,4679.741379310345,True,
M1_penguin_gentoo_mass|code|openai|r4,M1_penguin_gentoo_mass,missing,penguins,code,openai,gpt-4.1,4,4679.741379310345,True,
M2_portal_dm_weight|none|openai|r1,M2_portal_dm_weight,missing,portal,none,openai,gpt-4.1,1,43.157864,True,
M2_portal_dm_weight|none|openai|r2,M2_portal_dm_weight,missing,portal,none,openai,gpt-4.1,2,43.157864,True,
M2_portal_dm_weight|none|openai|r3,M2_portal_dm_weight,missing,portal,none,openai,gpt-4.1,3,43.157863964139544,True,
M2_portal_dm_weight|none|openai|r4,M2_portal_dm_weight,missing,portal,none,openai,gpt-4.1,4,43.157864,True,
M2_portal_dm_weight|none|openai|r5,M2_portal_dm_weight,missing,portal,none,openai,gpt-4.1,5,43.157864,True,
M2_portal_dm_weight|skill|openai|r2,M2_portal_dm_weight,missing,portal,skill,openai,gpt-4.1,2,43.157863964139544,True,
M2_portal_dm_weight|skill|openai|r1,M2_portal_dm_weight,missing,portal,skill,openai,gpt-4.1,1,43.157863964139544,True,
M2_portal_dm_weight|skill|openai|r4,M2_portal_dm_weight,missing,portal,skill,openai,gpt-4.1,4,43.157863964139544,True,
M2_portal_dm_weight|code|openai|r2,M2_portal_dm_weight,missing,portal,code,openai,gpt-4.1,2,43.157863964139544,True,
M2_portal_dm_weight|skill|openai|r3,M2_portal_dm_weight,missing,portal,skill,openai,gpt-4.1,3,43.157863964139544,True,
M2_portal_dm_weight|skill|openai|r5,M2_portal_dm_weight,missing,portal,skill,openai,gpt-4.1,5,43.157863964139544,True,
M2_portal_dm_weight|code|openai|r1,M2_portal_dm_weight,missing,portal,code,openai,gpt-4.1,1,43.157863964139544,True,
M2_portal_dm_weight|code|openai|r3,M2_portal_dm_weight,missing,portal,code,openai,gpt-4.1,3,43.157863964139544,True,
M2_portal_dm_weight|code|openai|r4,M2_portal_dm_weight,missing,portal,code,openai,gpt-4.1,4,43.157863964139544,True,
M2_portal_dm_weight|code|openai|r5,M2_portal_dm_weight,missing,portal,code,openai,gpt-4.1,5,43.157863964139544,True,
M3_portal_implicit_zeros|none|openai|r1,M3_portal_implicit_zeros,missing,portal,none,openai,gpt-4.1,1,55.326333,False,
M3_portal_implicit_zeros|none|openai|r4,M3_portal_implicit_zeros,missing,portal,none,openai,gpt-4.1,4,55.32633279483037,False,
M3_portal_implicit_zeros|none|openai|r3,M3_portal_implicit_zeros,missing,portal,none,openai,gpt-4.1,3,55.326333,False,
M3_portal_implicit_zeros|none|openai|r2,M3_portal_implicit_zeros,missing,portal,none,openai,gpt-4.1,2,55.3263,False,
M3_portal_implicit_zeros|none|openai|r5,M3_portal_implicit_zeros,missing,portal,none,openai,gpt-4.1,5,55.32633279483037,False,
M3_portal_implicit_zeros|skill|openai|r1,M3_portal_implicit_zeros,missing,portal,skill,openai,gpt-4.1,1,54.88301282051282,True,
M3_portal_implicit_zeros|skill|openai|r2,M3_portal_implicit_zeros,missing,portal,skill,openai,gpt-4.1,2,54.88301282051282,True,
M3_portal_implicit_zeros|code|openai|r1,M3_portal_implicit_zeros,missing,portal,code,openai,gpt-4.1,1,55.326333,False,
M3_portal_implicit_zeros|skill|openai|r4,M3_portal_implicit_zeros,missing,portal,skill,openai,gpt-4.1,4,54.883013,True,
M3_portal_implicit_zeros|skill|openai|r3,M3_portal_implicit_zeros,missing,portal,skill,openai,gpt-4.1,3,54.88301282051282,True,
M3_portal_implicit_zeros|skill|openai|r5,M3_portal_implicit_zeros,missing,portal,skill,openai,gpt-4.1,5,54.88301282051282,True,
M3_portal_implicit_zeros|code|openai|r2,M3_portal_implicit_zeros,missing,portal,code,openai,gpt-4.1,2,55.32633279483037,False,
M3_portal_implicit_zeros|code|openai|r4,M3_portal_implicit_zeros,missing,portal,code,openai,gpt-4.1,4,55.32633279483037,False,
M3_portal_implicit_zeros|code|openai|r3,M3_portal_implicit_zeros,missing,portal,code,openai,gpt-4.1,3,55.32633279483037,False,
M3_portal_implicit_zeros|code|openai|r5,M3_portal_implicit_zeros,missing,portal,code,openai,gpt-4.1,5,55.32633279483037,False,
R1_penguin_sex_clf|none|openai|r1,R1_penguin_sex_clf,randomness,penguins,none,openai,gpt-4.1,1,0.862,False,
R1_penguin_sex_clf|none|openai|r2,R1_penguin_sex_clf,randomness,penguins,none,openai,gpt-4.1,2,0.904,False,
R1_penguin_sex_clf|none|openai|r3,R1_penguin_sex_clf,randomness,penguins,none,openai,gpt-4.1,3,0.862,False,
R1_penguin_sex_clf|none|openai|r5,R1_penguin_sex_clf,randomness,penguins,none,openai,gpt-4.1,5,0.898,False,
R1_penguin_sex_clf|none|openai|r4,R1_penguin_sex_clf,randomness,penguins,none,openai,gpt-4.1,4,0.8892,False,
R1_penguin_sex_clf|skill|openai|r1,R1_penguin_sex_clf,randomness,penguins,skill,openai,gpt-4.1,1,0.8806,True,
R1_penguin_sex_clf|skill|openai|r2,R1_penguin_sex_clf,randomness,penguins,skill,openai,gpt-4.1,2,0.8805970149253731,True,
R1_penguin_sex_clf|skill|openai|r5,R1_penguin_sex_clf,randomness,penguins,skill,openai,gpt-4.1,5,0.8806,True,
R1_penguin_sex_clf|skill|openai|r3,R1_penguin_sex_clf,randomness,penguins,skill,openai,gpt-4.1,3,0.8806,True,
R1_penguin_sex_clf|code|openai|r1,R1_penguin_sex_clf,randomness,penguins,code,openai,gpt-4.1,1,0.8805970149253731,True,
R1_penguin_sex_clf|code|openai|r2,R1_penguin_sex_clf,randomness,penguins,code,openai,gpt-4.1,2,0.881,True,
R1_penguin_sex_clf|skill|openai|r4,R1_penguin_sex_clf,randomness,penguins,skill,openai,gpt-4.1,4,0.881,True,
R2_iris_species_clf|none|openai|r1,R2_iris_species_clf,randomness,iris,none,openai,gpt-4.1,1,0.9667,False,
R1_penguin_sex_clf|code|openai|r4,R1_penguin_sex_clf,randomness,penguins,code,openai,gpt-4.1,4,0.8806,True,
R1_penguin_sex_clf|code|openai|r3,R1_penguin_sex_clf,randomness,penguins,code,openai,gpt-4.1,3,0.8806,True,
R1_penguin_sex_clf|code|openai|r5,R1_penguin_sex_clf,randomness,penguins,code,openai,gpt-4.1,5,,,"noparse:'random_state': 42, 'classifier': 'LogisticRegression(max_iter=2000)', 'scaler': 'StandardScaler'}""}"
R2_iris_species_clf|none|openai|r2,R2_iris_species_clf,randomness,iris,none,openai,gpt-4.1,2,0.9667,False,
R2_iris_species_clf|none|openai|r3,R2_iris_species_clf,randomness,iris,none,openai,gpt-4.1,3,,,"noparse: 5-fold cross-validation"", ""params"": ""{\""random_state\"": 42, \""cv\"": 5, \""scoring\"": \""accuracy\""}""}"
R2_iris_species_clf|none|openai|r5,R2_iris_species_clf,randomness,iris,none,openai,gpt-4.1,5,0.9667,False,
R2_iris_species_clf|none|openai|r4,R2_iris_species_clf,randomness,iris,none,openai,gpt-4.1,4,0.9667,False,
R2_iris_species_clf|skill|openai|r1,R2_iris_species_clf,randomness,iris,skill,openai,gpt-4.1,1,0.9333333333333333,True,
R2_iris_species_clf|skill|openai|r2,R2_iris_species_clf,randomness,iris,skill,openai,gpt-4.1,2,0.9333333333333333,True,
R2_iris_species_clf|skill|openai|r3,R2_iris_species_clf,randomness,iris,skill,openai,gpt-4.1,3,0.9333333333333333,True,
R2_iris_species_clf|skill|openai|r4,R2_iris_species_clf,randomness,iris,skill,openai,gpt-4.1,4,0.9333333333333333,True,
R2_iris_species_clf|skill|openai|r5,R2_iris_species_clf,randomness,iris,skill,openai,gpt-4.1,5,0.9333333333333333,True,
R2_iris_species_clf|code|openai|r1,R2_iris_species_clf,randomness,iris,code,openai,gpt-4.1,1,,,"noparse:^^^^^^^^^^
TypeError: LogisticRegression.__init__() got an unexpected keyword argument 'multi_class'"
R2_iris_species_clf|code|openai|r2,R2_iris_species_clf,randomness,iris,code,openai,gpt-4.1,2,,,"noparse:^^^^^^^^^^
TypeError: LogisticRegression.__init__() got an unexpected keyword argument 'multi_class'"
R2_iris_species_clf|code|openai|r3,R2_iris_species_clf,randomness,iris,code,openai,gpt-4.1,3,,,"noparse:^^^^^^^^^^
TypeError: LogisticRegression.__init__() got an unexpected keyword argument 'multi_class'"
R2_iris_species_clf|code|openai|r4,R2_iris_species_clf,randomness,iris,code,openai,gpt-4.1,4,,,"noparse:^^^^^^^^^^
TypeError: LogisticRegression.__init__() got an unexpected keyword argument 'multi_class'"
R3_portal_species_clf|none|openai|r1,R3_portal_species_clf,randomness,portal,none,openai,gpt-4.1,1,0.82,False,
R2_iris_species_clf|code|openai|r5,R2_iris_species_clf,randomness,iris,code,openai,gpt-4.1,5,,,"noparse:^^^^^^^^^^
TypeError: LogisticRegression.__init__() got an unexpected keyword argument 'multi_class'"
R3_portal_species_clf|none|openai|r2,R3_portal_species_clf,randomness,portal,none,openai,gpt-4.1,2,0.8165,False,
R3_portal_species_clf|none|openai|r3,R3_portal_species_clf,randomness,portal,none,openai,gpt-4.1,3,0.817,False,
R3_portal_species_clf|none|openai|r5,R3_portal_species_clf,randomness,portal,none,openai,gpt-4.1,5,0.8166,False,
R3_portal_species_clf|skill|openai|r1,R3_portal_species_clf,randomness,portal,skill,openai,gpt-4.1,1,0.8125249301954527,True,
R3_portal_species_clf|skill|openai|r2,R3_portal_species_clf,randomness,portal,skill,openai,gpt-4.1,2,0.8125249301954527,True,
R3_portal_species_clf|skill|openai|r4,R3_portal_species_clf,randomness,portal,skill,openai,gpt-4.1,4,0.8125249301954527,True,
R3_portal_species_clf|none|openai|r4,R3_portal_species_clf,randomness,portal,none,openai,gpt-4.1,4,,,"noparse:omForest (5-fold cross-validation)', 'params': ""weight, hindfoot_length; species_id in ['DM','DO']""}"
R3_portal_species_clf|skill|openai|r3,R3_portal_species_clf,randomness,portal,skill,openai,gpt-4.1,3,0.8125249301954527,True,
R3_portal_species_clf|skill|openai|r5,R3_portal_species_clf,randomness,portal,skill,openai,gpt-4.1,5,0.8125249301954527,True,
R3_portal_species_clf|code|openai|r1,R3_portal_species_clf,randomness,portal,code,openai,gpt-4.1,1,,,"noparse:"", ""params"": ""species_id in {DM,DO}; test_size=0.2; random_state=42; StandardScaler; max_iter=2000""}"
R3_portal_species_clf|code|openai|r3,R3_portal_species_clf,randomness,portal,code,openai,gpt-4.1,3,0.813,True,
R3_portal_species_clf|code|openai|r2,R3_portal_species_clf,randomness,portal,code,openai,gpt-4.1,2,0.8125,True,
R3_portal_species_clf|code|openai|r4,R3_portal_species_clf,randomness,portal,code,openai,gpt-4.1,4,,,"noparse:aler, 80/20 stratified split"", ""params"": ""weight, hindfoot_length; species_id in {DM, DO}; n=12532""}"
R3_portal_species_clf|code|openai|r5,R3_portal_species_clf,randomness,portal,code,openai,gpt-4.1,5,0.8125249301954527,True,
A1_reef_biomass|none|google|r1,A1_reef_biomass,aggregation,reef,none,google,gemini-pro-latest,1,,,"api:ServerError(""503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experienci"
A1_reef_biomass|skill|google|r1,A1_reef_biomass,aggregation,reef,skill,google,gemini-pro-latest,1,,,"api:ServerError(""503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experienci"
A1_reef_biomass|none|google|r4,A1_reef_biomass,aggregation,reef,none,google,gemini-pro-latest,4,,,"api:ServerError(""503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experienci"
A1_reef_biomass|none|google|r2,A1_reef_biomass,aggregation,reef,none,google,gemini-pro-latest,2,,,"api:ServerError(""503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experienci"
A1_reef_biomass|none|google|r5,A1_reef_biomass,aggregation,reef,none,google,gemini-pro-latest,5,,,"api:ServerError(""503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experienci"
A1_reef_biomass|skill|google|r4,A1_reef_biomass,aggregation,reef,skill,google,gemini-pro-latest,4,3.4641913664166615,True,
A1_reef_biomass|skill|google|r2,A1_reef_biomass,aggregation,reef,skill,google,gemini-pro-latest,2,3.4641913664166615,True,
A1_reef_biomass|skill|google|r5,A1_reef_biomass,aggregation,reef,skill,google,gemini-pro-latest,5,3.4641913664166615,True,
A1_reef_biomass|skill|google|r3,A1_reef_biomass,aggregation,reef,skill,google,gemini-pro-latest,3,3.4641913664166615,True,
A1_reef_biomass|code|google|r2,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,2,3.216749125958329,False,
A1_reef_biomass|none|google|r3,A1_reef_biomass,aggregation,reef,none,google,gemini-pro-latest,3,3.2952064217134107,False,
A1_reef_biomass|code|google|r5,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,5,3.4641913664166615,True,
A2_portal_abundance|none|google|r1,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,1,55.32633279483037,True,
A1_reef_biomass|code|google|r4,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,4,3.377586582256245,False,
A1_reef_biomass|code|google|r3,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,3,3.4641913664166615,True,
A2_portal_abundance|none|google|r2,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,2,55.32633279483037,True,
A1_reef_biomass|code|google|r1,A1_reef_biomass,aggregation,reef,code,google,gemini-pro-latest,1,3.377586582256245,False,
A2_portal_abundance|none|google|r3,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,3,55.32633279483037,True,
A2_portal_abundance|none|google|r5,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,5,55.32633279483037,True,
A2_portal_abundance|none|google|r4,A2_portal_abundance,aggregation,portal,none,google,gemini-pro-latest,4,55.32633279483037,True,
A2_portal_abundance|skill|google|r3,A2_portal_abundance,aggregation,portal,skill,google,gemini-pro-latest,3,55.32633279483037,True,
A2_portal_abundance|code|google|r1,A2_portal_abundance,aggregation,portal,code,google,gemini-pro-latest,1,55.32633279483037,True,
